day,mixer_name,eth_tx_count,eth_in_eth,eth_out_eth,eth_net_eth,eth_total_eth,erc20_tx_count,erc20_in_usd,erc20_out_usd,erc20_net_usd,erc20_total_usd
2022/11/21,Aztec Connect,1195,765.3297182,0,765.3297182,765.3297182,180,225197.2561,261915.6841,-36718.42795,487112.9402
2022/11/22,Aztec Connect,793,528.1764,0,528.1764,528.1764,159,134404.022,162362.7965,-27958.77458,296766.8185
2022/11/23,Aztec Connect,1062,742.7592171,0,742.7592171,742.7592171,123,204875.0756,133227.5556,71647.51997,338102.6311
2022/11/24,Aztec Connect,975,642.948064,0,642.948064,642.948064,153,168969.5388,234791.7438,-65822.20501,403761.2826
2022/11/25,Aztec Connect,1012,508.6483409,0,508.6483409,508.6483409,76,66161.95181,45560.87048,20601.08133,111722.8223
2022/11/26,Aztec Connect,1006,473.2670073,0,473.2670073,473.2670073,101,38963.47075,135272.8858,-96309.41509,174236.3566
2022/11/27,Aztec Connect,1222,601.71429,0,601.71429,601.71429,133,156027.4385,88601.3945,67426.04403,244628.833
2022/11/28,Aztec Connect,1300,552.1921874,0,552.1921874,552.1921874,93,53379.83925,65969.11407,-12589.27482,119348.9533
2022/11/29,Aztec Connect,1385,369.49358,0,369.49358,369.49358,134,117661.0298,125973.4977,-8312.467819,243634.5275
2022/11/30,Aztec Connect,1233,545.3486334,0,545.3486334,545.3486334,128,165902.2848,145138.6528,20763.63207,311040.9376
2022/12/1,Aztec Connect,1380,645.3952051,0,645.3952051,645.3952051,119,103908.2689,121204.7125,-17296.44365,225112.9814
2022/12/2,Aztec Connect,2040,655.509257,0,655.509257,655.509257,131,210028.4534,171492.9332,38535.5202,381521.3867
2022/12/3,Aztec Connect,2333,621.395069,0,621.395069,621.395069,111,105246.6031,59169.91721,46076.68589,164416.5203
2022/12/4,Aztec Connect,2281,624.7810506,0,624.7810506,624.7810506,108,148466.3253,86291.17071,62175.15459,234757.496
2022/12/5,Aztec Connect,1828,741.2877268,0,741.2877268,741.2877268,114,84266.82243,137994.7892,-53727.96676,222261.6116
2022/12/6,Aztec Connect,2130,162.3412084,0,162.3412084,162.3412084,98,52227.26948,59317.35035,-7090.080871,111544.6198
2022/12/7,Aztec Connect,1880,224.9197703,0,224.9197703,224.9197703,131,86217.66641,75625.03334,10592.63308,161842.6998
2022/12/8,Aztec Connect,1901,564.5412385,0,564.5412385,564.5412385,126,41094.88868,128644.471,-87549.58231,169739.3597
2022/12/9,Aztec Connect,1145,400.6811723,0,400.6811723,400.6811723,47,35419.46317,69611.84927,-34192.3861,105031.3124
2022/12/10,Aztec Connect,1358,306.9783946,0,306.9783946,306.9783946,63,25039.87976,31813.56346,-6773.683693,56853.44322
2022/12/11,Aztec Connect,1691,238.6438851,0,238.6438851,238.6438851,64,55006.29421,78017.34761,-23011.0534,133023.6418
2022/12/12,Aztec Connect,1528,251.5426762,0,251.5426762,251.5426762,72,50941.42739,73051.12959,-22109.7022,123992.557
2022/12/13,Aztec Connect,1423,438.7119137,0,438.7119137,438.7119137,102,51603.46267,83830.03145,-32226.56878,135433.4941
2022/12/14,Aztec Connect,1639,287.931225,0,287.931225,287.931225,64,49354.27788,55489.2514,-6134.973521,104843.5293
2022/12/15,Aztec Connect,1616,280.3053303,0,280.3053303,280.3053303,87,69060.99307,72079.01591,-3018.022832,141140.009
2022/12/16,Aztec Connect,2430,218.8326034,0,218.8326034,218.8326034,52,41360.14721,46734.12537,-5373.978162,88094.27259
2022/12/17,Aztec Connect,5975,565.2511952,0,565.2511952,565.2511952,134,71866.25025,49043.23964,22823.01061,120909.4899
2022/12/18,Aztec Connect,4706,479.8627578,0,479.8627578,479.8627578,187,116364.1809,132646.1447,-16281.9638,249010.3255
2022/12/19,Aztec Connect,3658,653.8405767,0,653.8405767,653.8405767,131,149472.4777,22217.24496,127255.2328,171689.7227
2022/12/20,Aztec Connect,4856,773.7982463,0,773.7982463,773.7982463,166,84228.2333,82461.99388,1766.239417,166690.2272
2022/12/21,Aztec Connect,5000,856.7632562,0,856.7632562,856.7632562,176,124257.5113,102973.0751,21284.43618,227230.5864
2022/12/22,Aztec Connect,4736,594.8159961,0,594.8159961,594.8159961,149,123796.9831,46252.78497,77544.19812,170049.7681
2022/12/23,Aztec Connect,4460,724.4395093,0,724.4395093,724.4395093,144,102488.5945,121452.3275,-18963.73295,223940.922
2022/12/24,Aztec Connect,4882,671.7465662,0,671.7465662,671.7465662,135,41459.00188,75130.00582,-33671.00394,116589.0077
2022/12/25,Aztec Connect,4543,594.3551313,0,594.3551313,594.3551313,137,50523.8627,128233.1914,-77709.32867,178757.0541
2022/12/26,Aztec Connect,5338,738.835215,0,738.835215,738.835215,128,74990.87665,31216.08995,43774.7867,106206.9666
2022/12/27,Aztec Connect,4616,634.8186816,0,634.8186816,634.8186816,155,106162.8235,53719.46934,52443.35418,159882.2929
2022/12/28,Aztec Connect,4018,701.4734585,0,701.4734585,701.4734585,230,277309.9759,149716.4015,127593.5744,427026.3775
2022/12/29,Aztec Connect,4164,596.6270678,0,596.6270678,596.6270678,238,406213.6097,293551.6045,112662.0053,699765.2142
2022/12/30,Aztec Connect,3243,497.4468208,0,497.4468208,497.4468208,197,232285.5092,215131.3016,17154.20763,447416.8108
2022/12/31,Aztec Connect,2265,529.559526,0,529.559526,529.559526,264,520766.6492,292398.2232,228368.426,813164.8724
2023/1/1,Aztec Connect,2671,660.3239621,0,660.3239621,660.3239621,222,325583.6091,235787.9589,89795.65019,561371.568
